index  confidence   rules
 411   0.998        ['14970', '15526', '15155', '15180', '15165']=>['14773']
 412   0.998        ['15125', '14867', '15117', '15155', '15165']=>['14773']
 413   0.998        ['14867', '14970', '15526', '15227', '15155', '15180']=>['14773']
 414   0.998        ['15125', '14867', '14970', '15526', '15227', '15165']=>['14773']
 415   0.998        ['14867', '14970', '15526', '15227', '14773', '15165']=>['15125']
 416   0.998        ['14867', '14970', '15526', '15227', '15155', '15180']=>['15125']
 417   0.998        ['15125', '14970', '15526', '15227', '15180', '15165']=>['14773']
 418   0.998        ['15125', '14867', '14970', '15526', '15227', '15155', '15180']=>['14773']
 419   0.998        ['14867', '14970', '15526', '15227', '14773', '15155', '15180']=>['15125']
 420   0.998        ['14867', '15526', '15227', '15117', '15165']=>['14773']
 421   0.998        ['14867', '14970', '15117', '15155', '15165']=>['14773']
 422   0.998        ['14867', '15526', '15227', '15117', '15165']=>['15125']
 423   0.998        ['14970', '15526', '15227', '15117', '15155', '15165']=>['14773']
 424   0.998        ['14970', '15526', '15227', '15117', '15155', '15165']=>['15125']
 425   0.998        ['15125', '14970', '15526', '15155', '15180', '15165']=>['14773']
 426   0.998        ['15526', '15227', '15117', '15180', '15165']=>['15125']
 427   0.998        ['15526', '15227', '15117', '15180', '15165']=>['14773']
 428   0.998        ['14867', '15526', '15227', '15117', '15155', '15180']=>['15125']
 429   0.998        ['14867', '15526', '15227', '15117', '15155', '15180']=>['14773']
 430   0.998        ['15125', '14867', '14970', '15526', '15155', '15165']=>['14773']
 431   0.998        ['15125', '14867', '15526', '15227', '15117', '15165']=>['14773']
 432   0.998        ['14867', '15526', '15227', '14773', '15117', '15165']=>['15125']
 433   0.998        ['15125', '14970', '15526', '15227', '15117', '15155', '15165']=>['14773']
 434   0.998        ['14970', '15526', '15227', '15117', '15155', '14773', '15165']=>['15125']
 435   0.998        ['15227', '15165', '15155', '14867']=>['14773']
 436   0.998        ['15180', '15227', '15165', '14867']=>['14773']
 437   0.998        ['14922', '15052', '14984', '14132']=>['15180']
 438   0.998        ['14970', '15227', '15117', '15180', '15165']=>['15125']
 439   0.998        ['14970', '15227', '15117', '15180', '15165']=>['14773']
 440   0.998        ['14867', '15526', '15117', '15155', '15165']=>['14773']
 441   0.998        ['14867', '14970', '15227', '15117', '15165']=>['15125']
 442   0.998        ['14867', '14970', '15227', '15117', '15165']=>['14773']
 443   0.998        ['15125', '15526', '15227', '15117', '15180', '15165']=>['14773']
 444   0.998        ['15526', '15227', '15117', '14773', '15180', '15165']=>['15125']
 445   0.998        ['15125', '14867', '15526', '15227', '15117', '15155', '15180']=>['14773']
 446   0.998        ['14867', '15526', '15227', '15117', '15155', '14773', '15180']=>['15125']
 447   0.998        ['15180', '15227', '15165', '15155']=>['14773']
 448   0.998        ['15180', '15227', '15165', '15155']=>['15125']
 449   0.998        ['15526', '15117', '15155', '15180', '15165']=>['15125']
 450   0.998        ['15125', '14867', '14970', '15180', '15165']=>['14773']
 451   0.998        ['15526', '15117', '15155', '15180', '15165']=>['14773']
 452   0.998        ['15125', '14867', '14970', '15227', '15117', '15165']=>['14773']
 453   0.998        ['14867', '14970', '15227', '14773', '15117', '15165']=>['15125']
 454   0.998        ['15125', '14970', '15227', '15117', '15180', '15165']=>['14773']
 455   0.998        ['14970', '15227', '14773', '15117', '15180', '15165']=>['15125']
 456   0.998        ['14970', '15117', '15155', '15180', '15165']=>['14773']
 457   0.998        ['15125', '14867', '15227', '15155', '15165']=>['14773']
 458   0.998        ['14970', '15117', '15155', '15180', '15165']=>['15125']
 459   0.998        ['15125', '15227', '15155', '15180', '15165']=>['14773']
 460   0.998        ['15227', '14773', '15155', '15180', '15165']=>['15125']
 461   0.998        ['14867', '14970', '15227', '15117', '15155', '15180']=>['14773']
 462   0.998        ['15125', '15526', '15117', '15155', '15180', '15165']=>['14773']
 463   0.998        ['15526', '14773', '15117', '15155', '15180', '15165']=>['15125']
 464   0.998        ['15125', '14867', '15526', '15117', '15155', '15165']=>['14773']
 465   0.998        ['14867', '14970', '15227', '15117', '15155', '15180']=>['15125']
 466   0.998        ['15125', '14970', '15117', '15155', '15180', '15165']=>['14773']
 467   0.998        ['14970', '14773', '15117', '15155', '15180', '15165']=>['15125']
 468   0.998        ['15125', '14867', '14970', '15227', '15117', '15155', '15180']=>['14773']
 469   0.998        ['14867', '14970', '15227', '15117', '15155', '14773', '15180']=>['15125']
 470   0.998        ['15125', '14867', '15117', '15180', '15165']=>['14773']
 471   0.998        ['14867', '14773', '15117', '15180', '15165']=>['15125']
 472   0.998        ['15125', '14867', '14970', '15117', '15155', '15165']=>['14773']
 473   0.998        ['14970', '15526', '15227', '15117', '15180', '15165']=>['14773']
 474   0.998        ['14867', '14970', '15526', '15227', '15117', '15165']=>['15125']
 475   0.998        ['14867', '14970', '15526', '15227', '15117', '15165']=>['14773']
 476   0.998        ['14970', '15526', '15227', '15117', '15180', '15165']=>['15125']
 477   0.998        ['15125', '14867', '14970', '15526', '15180', '15165']=>['14773']
 478   0.998        ['15125', '14970', '15526', '15227', '15117', '15180', '15165']=>['14773']
 479   0.998        ['14970', '15526', '15227', '15117', '14773', '15180', '15165']=>['15125']
 480   0.998        ['15125', '14867', '14970', '15526', '15227', '15117', '15165']=>['14773']
 481   0.998        ['14867', '14970', '15526', '15227', '15117', '14773', '15165']=>['15125']
 482   0.998        ['15526', '15227', '15155', '15180', '15165']=>['14773']
 483   0.998        ['14867', '15526', '15227', '15155', '15165']=>['15125']
 484   0.998        ['15200', '15010', '15091', '14922', '14132']=>['15180']
 485   0.998        ['14867', '15526', '15227', '15155', '15165']=>['14773']
 486   0.998        ['15526', '15227', '15155', '15180', '15165']=>['15125']
 487   0.998        ['14867', '14970', '15526', '15117', '15155', '15165']=>['14773']
 488   0.998        ['14970', '15526', '15117', '15155', '15180', '15165']=>['15125']
 489   0.998        ['14970', '15526', '15117', '15155', '15180', '15165']=>['14773']
 490   0.998        ['14867', '14970', '15526', '15227', '15117', '15155', '15180']=>['15125']
 491   0.998        ['14867', '14970', '15526', '15227', '15117', '15155', '15180']=>['14773']
 492   0.998        ['14970', '15227', '15155', '15180', '15165']=>['14773']
 493   0.998        ['14867', '14970', '15227', '15155', '15165']=>['14773']
 494   0.998        ['14970', '15227', '15155', '15180', '15165']=>['15125']
 495   0.998        ['15125', '15526', '15227', '15155', '15180', '15165']=>['14773']
 496   0.998        ['15526', '15227', '14773', '15155', '15180', '15165']=>['15125']
 497   0.998        ['15125', '14867', '15526', '15227', '15155', '15165']=>['14773']
 498   0.998        ['14867', '15526', '15227', '14773', '15155', '15165']=>['15125']
 499   0.998        ['15125', '14970', '15526', '15117', '15155', '15180', '15165']=>['14773']
 500   0.998        ['14970', '15526', '15117', '15155', '14773', '15180', '15165']=>['15125']
 501   0.998        ['15125', '14867', '14970', '15526', '15227', '15117', '15155', '15180']=>['14773']
 502   0.998        ['14867', '14970', '15526', '15227', '15117', '15155', '14773', '15180']=>['15125']
 503   0.998        ['15125', '14867', '15227', '15180', '15165']=>['14773']
 504   0.998        ['15125', '14970', '15227', '15155', '15180', '15165']=>['14773']
 505   0.998        ['14970', '15227', '14773', '15155', '15180', '15165']=>['15125']
 506   0.998        ['15010', '14984', '15091', '14922', '14132', '15200']=>['15180']
 507   0.998        ['15125', '14867', '14970', '15526', '15117', '15155', '15165']=>['14773']
 508   0.998        ['15125', '14867', '15526', '15117', '15180', '15165']=>['14773']
 509   0.998        ['14867', '15526', '14773', '15117', '15180', '15165']=>['15125']
 510   0.998        ['15125', '14867', '14970', '15227', '15155', '15165']=>['14773']
 511   0.998        ['14922', '15010', '15042', '14132']=>['15180']
 512   0.998        ['14867', '15227', '15117', '15155', '15165']=>['15125']
 513   0.998        ['15227', '15117', '15155', '15180', '15165']=>['14773']
 514   0.998        ['15227', '15117', '15155', '15180', '15165']=>['15125']
 515   0.998        ['14867', '15227', '15117', '15155', '15165']=>['14773']
 516   0.998        ['15125', '14867', '14970', '15117', '15180', '15165']=>['14773']
 517   0.998        ['14867', '14970', '14773', '15117', '15180', '15165']=>['15125']
 518   0.998        ['15125', '14867', '15155', '15180', '15165']=>['14773']
 519   0.998        ['15125', '14867', '15227', '15117', '15155', '15165']=>['14773']
 520   0.998        ['14867', '15227', '14773', '15117', '15155', '15165']=>['15125']
 521   0.998        ['15125', '15227', '15117', '15155', '15180', '15165']=>['14773']
 522   0.998        ['15227', '14773', '15117', '15155', '15180', '15165']=>['15125']
 523   0.998        ['14970', '15526', '15227', '15155', '15180', '15165']=>['15125']
 524   0.998        ['14970', '15526', '15227', '15155', '15180', '15165']=>['14773']
 525   0.998        ['14867', '15526', '15227', '15180', '15165']=>['14773']
 526   0.998        ['14867', '15526', '15227', '15180', '15165']=>['15125']
 527   0.998        ['14867', '14970', '15526', '15227', '15155', '15165']=>['14773']
 528   0.998        ['14867', '14970', '15526', '15227', '15155', '15165']=>['15125']
 529   0.998        ['15125', '14970', '15526', '15227', '15155', '15180', '15165']=>['14773']
 530   0.998        ['14970', '15526', '15227', '14773', '15155', '15180', '15165']=>['15125']
 531   0.998        ['15125', '14867', '15526', '15227', '15180', '15165']=>['14773']
 532   0.998        ['14867', '15526', '15227', '14773', '15180', '15165']=>['15125']
 533   0.998        ['15125', '14867', '14970', '15526', '15227', '15155', '15165']=>['14773']
 534   0.998        ['14867', '14970', '15526', '15227', '14773', '15155', '15165']=>['15125']
 535   0.998        ['14867', '15526', '15155', '15180', '15165']=>['14773']
 536   0.998        ['15125', '14867', '14970', '15526', '15117', '15180', '15165']=>['14773']
 537   0.998        ['14867', '14970', '15526', '15117', '14773', '15180', '15165']=>['15125']
 538   0.998        ['14867', '14970', '15227', '15180', '15165']=>['14773']
 539   0.998        ['14867', '14970', '15227', '15180', '15165']=>['15125']
 540   0.998        ['14867', '15526', '15227', '15117', '15155', '15165']=>['15125']
 541   0.998        ['15526', '15227', '15117', '15155', '15180', '15165']=>['14773']
 542   0.998        ['15526', '15227', '15117', '15155', '15180', '15165']=>['15125']
 543   0.998        ['14867', '15526', '15227', '15117', '15155', '15165']=>['14773']
 544   0.998        ['14970', '15227', '15117', '15155', '15180', '15165']=>['14773']
 545   0.998        ['14970', '15227', '15117', '15155', '15180', '15165']=>['15125']
 546   0.998        ['15125', '14867', '14970', '15227', '15180', '15165']=>['14773']
 547   0.998        ['14867', '14970', '15227', '14773', '15180', '15165']=>['15125']
 548   0.998        ['15125', '14867', '15526', '15155', '15180', '15165']=>['14773']
 549   0.998        ['15125', '15526', '15227', '15117', '15155', '15180', '15165']=>['14773']
 550   0.998        ['15526', '15227', '15117', '15155', '14773', '15180', '15165']=>['15125']
 551   0.998        ['15125', '14867', '15526', '15227', '15117', '15155', '15165']=>['14773']
 552   0.998        ['14867', '15526', '15227', '15117', '15155', '14773', '15165']=>['15125']
 553   0.998        ['15125', '14867', '14970', '15155', '15180', '15165']=>['14773']
 554   0.998        ['14867', '14970', '15227', '15117', '15155', '15165']=>['14773']
 555   0.998        ['14867', '14970', '15227', '15117', '15155', '15165']=>['15125']
 556   0.998        ['15125', '14970', '15227', '15117', '15155', '15180', '15165']=>['14773']
 557   0.998        ['14970', '15227', '15117', '15155', '14773', '15180', '15165']=>['15125']
 558   0.998        ['15010', '14984', '14922', '14132', '15042']=>['15180']
 559   0.998        ['14867', '15227', '15117', '15180', '15165']=>['15125']
 560   0.998        ['14867', '15227', '15117', '15180', '15165']=>['14773']
 561   0.998        ['15125', '14867', '14970', '15227', '15117', '15155', '15165']=>['14773']
 562   0.998        ['14867', '14970', '15227', '15117', '15155', '14773', '15165']=>['15125']
 563   0.998        ['15010', '14984', '14132', '15200', '15042']=>['15180']
 564   0.998        ['14867', '15117', '15155', '15180', '15165']=>['15125']
 565   0.998        ['14867', '15117', '15155', '15180', '15165']=>['14773']
 566   0.998        ['15125', '14867', '15227', '15117', '15180', '15165']=>['14773']
 567   0.998        ['14867', '15227', '14773', '15117', '15180', '15165']=>['15125']
 568   0.998        ['14867', '14970', '15526', '15227', '15180', '15165']=>['14773']
 569   0.998        ['14867', '14970', '15526', '15155', '15180', '15165']=>['14773']
 570   0.998        ['15125', '14867', '15117', '15155', '15180', '15165']=>['14773']
 571   0.998        ['14867', '14773', '15117', '15155', '15180', '15165']=>['15125']
 572   0.998        ['14867', '14970', '15526', '15227', '15180', '15165']=>['15125']
 573   0.998        ['14970', '15526', '15227', '15117', '15155', '15180', '15165']=>['14773']
